日期,通報內容,偵測到的共機總數,進入ADIZ或跨越中線,共艦活動數量
114/09/05,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年9月4日（星期四）0600時至9月5日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次（其中逾越海峽中線進入北部及西南空域9架次）、共艦9艘及公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/09/04,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年9月3日（星期三）0600時至9月4日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次（其中逾越海峽中線進入北部空域2架次）、共艦5艘及公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/09/03,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年9月2日（星期二）0600時至9月3日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次（其中逾越海峽中線進入北部空域1架次）、共艦5艘及公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/09/02,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年9月1日（星期一）0600時至9月2日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次（其中逾越海峽中線進入北部空域1架次）及共艦5艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/09/01,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月31日（星期日）0600時至9月1日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入北部及西南空域2架次）及共艦6艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/31,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月30日（星期六）0600時至8月31日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機5架次（其中逾越海峽中線進入北部及東部空域2架次）及共艦6艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/30,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月29日（星期五）0600時至8月30日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機15架次（其中逾越海峽中線進入西南及東部空域11架次）及共艦6艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/29,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月28日（星期四）0600時至8月29日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機19架次（其中逾越海峽中線進入北部及東部空域16架次）、共艦7艘及公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/28,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月27日（星期三）0600時至8月28日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機41架次（其中逾越海峽中線進入北部、中部及西南空域24架次）及共艦7艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/27,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月26日（星期二）0600時至8月27日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機23架次（其中逾越海峽中線進入北部及西南空域16架）及共艦7艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/26,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月25日（星期一）0600時至8月26日（星期二）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機6架次（其中逾越海峽中線進入西南空域1架）及共艦7艘、公務船1艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/25,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月24日（星期日）0600時至8月25日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次（其中逾越海峽中線進入北部及西南空域5架次）及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/24,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月23日（星期六）0600時至8月24日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機4架次及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/23,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月22日（星期五）0600時至8月23日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機22架次（其中逾越海峽中線進入北部及西南空域18架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/22,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月21日（星期四）0600時至8月22日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機22架次（其中逾越海峽中線進入北部及西南空域9架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/21,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月20日（星期三）0600時至8月21日（星期四）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機22架次（其中逾越海峽中線進入北部及西南空域15架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/20,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月19日（星期二）0600時至8月20日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機21架次（其中逾越海峽中線進入西南部空域17架次）及共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/19,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月18日（星期一）0600時至8月19日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次（其中逾越海峽中線進入北部空域2架次）及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/18,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月17日（星期日）0600時至8月18日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次（其中逾越海峽中線進入北部空域3架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/17,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月16日（星期六）0600時至8月17日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次（其中逾越海峽中線進入北部及西南空域2架次）、共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/16,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月15日（星期五）0600時至8月16日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機21架次（其中逾越海峽中線進入北部及西南空域13架次）、共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/15,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月14日（星期四）0600時至8月15日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機7架次（其中逾越海峽中線進入北部空域2架次）、共艦7艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/14,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月13日（星期三）0600時至8月14日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入北部及西南空域8架次）及共艦2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/13,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月12日（星期二）0600時至8月13日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機14架次（其中逾越海峽中線進入北部及西南空域6架次）及共艦6艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/12,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月11日（星期一）0600時至8月12日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機14架次（其中逾越海峽中線進入北部、西南及東部空域8架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/11,中共解放軍臺海周邊海、空域動態 一、日期： 中華民國114年8月10日（星期日）0600時至8月11日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機12架次（其中逾越海峽中線進入北部及西南空域8架次）及共艦9艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/10,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月9日（星期六）0600時至8月10日（星期日）0600時止。 二、活動動態 ： 迄0600時止，偵獲共機8架次（其中逾越海峽中線進入北部、西南及東部空域6架次）及共艦9艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/09,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月8日（星期五）0600時至8月9日（星期六）0600時止。 二、活動動態 PLA activities： 迄0600時止，偵獲共機54架次（其中逾越海峽中線進入北部、中部、西南及東部空域47架次）及共艦6艘、公務船2艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
114/08/08,中共解放軍臺海周邊海、空域動態 一、日期 ： 中華民國114年8月7日（星期四）0600時至8月8日（星期五）0600時止。 二、活動動態 PLA activities： 迄0600時止，偵獲共機57架次（其中逾越海峽中線進入北部、中部、西南及東部空域38架次）及共艦6艘、公務船4艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。,,,
